,industry_category,stock_id,stock_name,type,date
2359,電子零組件業,6185,幃翔,tpex,2023-12-04
2360,建材營造,6186,新潤,tpex,2023-12-04
2361,其他電子類,6187,萬潤,tpex,2023-12-04
2362,電腦及週邊設備業,6188,廣明,tpex,2023-12-04
2363,電子工業,6189,豐藝,twse,2023-12-04
2364,電子通路業,6189,豐藝,twse,2023-12-04
2365,通信網路業,6190,萬泰科,tpex,2023-12-04
2366,電子工業,6191,精成科,twse,2023-12-04
2367,電子零組件業,6191,精成科,twse,2023-12-04
2368,其他電子業,6192,巨路,twse,2023-12-04
2369,電子工業,6192,巨路,twse,2023-12-04
2370,電子零組件業,6194,育富,tpex,2023-12-04
2371,居家生活類,6195,詩肯,tpex,2023-12-04
2372,貿易百貨,6195,詩肯,tpex,2023-06-29
2373,其他電子業,6196,帆宣,twse,2023-12-04
2374,電子工業,6196,帆宣,twse,2023-12-04
2375,電子工業,6197,佳必琪,twse,2023-12-04
2376,電子零組件業,6197,佳必琪,twse,2023-12-04
2377,半導體業,6198,瑞築,tpex,2023-12-04
2378,其他,6199,天品,tpex,2023-12-04
2379,其他電子業,6201,亞弘電,twse,2023-12-04
2380,電子工業,6201,亞弘電,twse,2023-12-04
2381,半導體業,6202,盛群,twse,2023-12-04
2382,電子工業,6202,盛群,twse,2023-12-04
2383,電子零組件業,6203,海韻電,tpex,2023-12-04
2384,電子零組件業,6204,艾華,tpex,2023-12-04
2385,電子工業,6205,詮欣,twse,2023-12-04
2386,電子零組件業,6205,詮欣,twse,2023-12-04
2387,電子工業,6206,飛捷,twse,2023-12-04
2388,電腦及週邊設備業,6206,飛捷,twse,2023-12-04
2389,電子零組件業,6207,雷科,tpex,2023-12-04
2390,電子零組件業,6208,日揚,tpex,2023-12-04
2391,光電業,6209,今國光,twse,2023-12-04
2392,電子工業,6209,今國光,twse,2023-12-04
2393,電子零組件業,6210,慶生,tpex,2023-12-04
2394,建材營造,6212,理銘,tpex,2023-12-04
2395,電子工業,6213,聯茂,twse,2023-12-04
2396,電子零組件業,6213,聯茂,twse,2023-12-04
2397,資訊服務業,6214,精誠,twse,2023-12-04
2398,電子工業,6214,精誠,twse,2023-12-04
2399,其他電子業,6215,和椿,twse,2023-12-04
2400,電子工業,6215,和椿,twse,2023-12-04
2401,通信網路業,6216,居易,twse,2023-12-04
2402,電子工業,6216,居易,twse,2023-12-04
2403,電子零組件業,6217,中探針,tpex,2023-12-04
2404,通信網路業,6218,豪勉,tpex,2023-12-04
2405,建材營造,6219,富旺,tpex,2023-12-04
2406,電子零組件業,6220,岳豐,tpex,2023-12-04
2407,資訊服務業,6221,晉泰,tpex,2023-12-04
2408,光電業,6222,上揚,tpex,2023-12-04
2409,半導體業,6223,旺矽,tpex,2023-12-04
2410,電子工業,6224,聚鼎,twse,2023-12-04
2411,電子零組件業,6224,聚鼎,twse,2023-12-04
2412,光電業,6225,天瀚,twse,2023-12-04
2413,電子工業,6225,天瀚,twse,2023-12-04
2414,光電業,6226,光鼎,twse,2023-12-04
2415,電子工業,6226,光鼎,twse,2023-12-04
2416,電子通路業,6227,茂綸,tpex,2023-12-04
2417,電腦及週邊設備業,6228,全譜,tpex,2023-12-04
2418,半導體業,6229,研通,tpex,2023-12-04
2419,電子工業,6230,尼得科超眾,twse,2023-12-04
2420,電腦及週邊設備業,6230,尼得科超眾,twse,2023-12-04
2421,資訊服務業,6231,系微,tpex,2023-12-04
2422,半導體業,6233,旺玖,tpex,2023-12-04
2423,光電業,6234,高僑,tpex,2023-12-04
2424,電子工業,6235,華孚,twse,2023-12-04
2425,電腦及週邊設備業,6235,華孚,twse,2023-12-04
2426,其他,6236,中湛,tpex,2023-12-04
2427,半導體業,6237,驊訊,tpex,2023-12-04
2428,其他電子類,6238,勝麗,tpex,2020-06-13
2429,半導體業,6239,力成,twse,2023-12-04
2430,電子工業,6239,力成,twse,2023-12-04
2431,其他,6240,松崗,tpex,2023-12-04
2432,資訊服務業,6240,松崗,tpex,2021-06-12
2433,通信網路業,6241,易通展,tpex,2023-12-04
2434,生技醫療業,6242,立康,tpex,2023-12-04
2435,半導體業,6243,迅杰,twse,2023-12-04
2436,電子工業,6243,迅杰,twse,2023-12-04
2437,光電業,6244,茂迪,tpex,2023-12-04
2438,通信網路業,6245,立端,tpex,2023-12-04
2439,光電業,6246,臺龍,tpex,2023-12-04
2440,其他電子類,6247,淇譽電,tpex,2023-02-04
2441,鋼鐵工業,6248,沛波,tpex,2023-12-04
2442,電子工業,6251,定穎,twse,2023-12-04
2443,電子零組件業,6251,定穎,twse,2023-12-04
2444,光電業,6255,奈普,twse,2023-12-04
2445,電子工業,6255,奈普,twse,2023-12-04
2446,半導體業,6257,矽格,twse,2023-12-04
2447,電子工業,6257,矽格,twse,2023-12-04
2448,電子零組件業,6259,百徽,tpex,2023-12-04
2449,半導體業,6261,久元,tpex,2023-12-04
2450,通信網路業,6263,普萊德,tpex,2023-12-04
2451,建材營造,6264,富裔,tpex,2023-12-04
2452,電子通路業,6265,方土昶,tpex,2023-12-04
2453,電子零組件業,6266,泰詠,tpex,2023-12-04
2454,電子工業,6269,台郡,twse,2023-12-04
2455,電子零組件業,6269,台郡,twse,2023-12-04
2456,電子通路業,6270,倍微,tpex,2023-12-04
2457,半導體業,6271,同欣電,twse,2023-12-04
2458,電子工業,6271,同欣電,twse,2023-12-04
2459,電子零組件業,6274,台燿,tpex,2023-12-04
2460,其他電子類,6275,元山,tpex,2021-06-12
2461,電子零組件業,6275,元山,tpex,2023-12-04
2462,電腦及週邊設備業,6276,安鈦克,tpex,2023-12-04
2463,電子工業,6277,宏正,twse,2023-12-04
2464,電腦及週邊設備業,6277,宏正,twse,2023-12-04
2465,光電業,6278,台表科,twse,2023-12-04
2466,電子工業,6278,台表科,twse,2023-12-04
2467,電子零組件業,6279,胡連,tpex,2023-12-04
2468,電子工業,6280,崇貿,twse,2023-12-04
2469,電子工業,6281,全國電,twse,2023-12-04
2470,電子通路業,6281,全國電,twse,2023-12-04
2471,電子工業,6282,康舒,twse,2023-12-04
2472,電子零組件業,6282,康舒,twse,2023-12-04
2473,其他電子業,6283,淳安,twse,2023-12-04
2474,電子工業,6283,淳安,twse,2023-12-04
2475,電子零組件業,6284,佳邦,tpex,2023-12-04
2476,通信網路業,6285,啟碁,twse,2023-12-04
2477,電子工業,6285,啟碁,twse,2023-12-04
2478,半導體業,6286,立錡,twse,2023-12-04
2479,電子工業,6286,立錡,twse,2023-12-04
2480,半導體業,6287,元隆,tpex,2023-12-04
2481,汽車工業,6288,聯嘉,twse,2023-12-04
2482,光電業,6289,華上,twse,2023-12-04
2483,電子工業,6289,華上,twse,2023-12-04
2484,電子零組件業,6290,良維,tpex,2023-12-04
2485,半導體業,6291,沛亨,tpex,2023-12-04
2486,電子零組件業,6292,迅德,tpex,2023-12-04
2487,文化創意業,6294,智基,tpex,2023-12-04
2488,資訊服務業,6404,通訊-KY,tpex,2023-11-24
2489,光電業,6405,悅城,twse,2023-12-04
2490,電子工業,6405,悅城,twse,2023-12-04
2491,其他電子業,6409,旭隼,twse,2023-12-04
2492,電子工業,6409,旭隼,twse,2023-12-04
2493,半導體業,6411,晶焱,tpex,2023-12-04
2494,電子工業,6412,群電,twse,2023-12-04
2495,電子零組件業,6412,群電,twse,2023-12-04
2496,電子工業,6414,樺漢,twse,2023-12-04
2497,電腦及週邊設備業,6414,樺漢,twse,2023-12-04
2498,半導體業,6415,矽力*-KY,twse,2023-12-04
2499,電子工業,6415,矽力*-KY,twse,2023-12-04
2500,通信網路業,6416,瑞祺電通,twse,2023-12-04
2501,電子工業,6416,瑞祺電通,twse,2023-12-04
2502,通信網路業,6417,韋僑,tpex,2023-12-04
2503,電子零組件業,6418,詠昇,tpex,2023-12-04
2504,光電業,6419,京晨科,tpex,2023-12-04
2505,電子工業,6422,君耀-KY,twse,2023-12-04
2506,電子零組件業,6422,君耀-KY,twse,2023-12-04
2507,電機機械,6425,易發,tpex,2023-12-04
2508,通信網路業,6426,統新,tpex,2021-03-26
2509,通信網路業,6426,統新,twse,2023-12-04
2510,電子工業,6426,統新,twse,2023-12-04
2511,光電業,6431,光麗-KY,twse,2022-06-01
2512,化學生技醫療,6431,光麗-KY,twse,2023-12-04
2513,生技醫療業,6431,光麗-KY,twse,2023-12-04
2514,電子工業,6431,光麗-KY,twse,2022-06-01
2515,電子零組件業,6432,今展科,tpex,2023-12-04
2516,半導體業,6435,大中,tpex,2023-12-04
2517,其他電子業,6438,迅得,twse,2023-12-04
2518,其他電子類,6438,迅得,tpex,2021-01-21
2519,電子工業,6438,迅得,twse,2023-12-04
2520,電腦及週邊設備業,6441,廣錠,tpex,2023-12-04
2521,通信網路業,6442,光聖,twse,2023-12-04
2522,電子工業,6442,光聖,twse,2023-12-04
2523,光電業,6443,元晶,twse,2023-12-04
2524,電子工業,6443,元晶,twse,2023-12-04
2525,生技醫療業,6446,藥華藥,tpex,2023-12-04
2526,電子工業,6449,鈺邦,twse,2023-12-04
2527,電子零組件業,6449,鈺邦,twse,2023-12-04
2528,半導體業,6451,訊芯-KY,twse,2023-12-04
2529,電子工業,6451,訊芯-KY,twse,2023-12-04
2530,化學生技醫療,6452,康友-KY,twse,2023-12-04
2531,生技醫療業,6452,康友-KY,twse,2023-12-04
2532,光電業,6456,GIS-KY,twse,2023-12-04
2533,電子工業,6456,GIS-KY,twse,2023-12-04
2534,半導體業,6457,紘康,tpex,2023-12-04
2535,生技醫療業,6461,益得,tpex,2023-12-04
2536,半導體業,6462,神盾,tpex,2023-12-04
2537,其他,6464,台數科,twse,2023-12-04
2538,通信網路業,6465,威潤,tpex,2023-12-04
2539,生技醫療業,6469,大樹,tpex,2023-12-04
2540,通信網路業,6470,宇智,tpex,2023-12-04
2541,生技醫療業,6472,保瑞,tpex,2023-12-04
2542,光電業,6477,安集,twse,2023-12-04
2543,電子工業,6477,安集,twse,2023-12-04
2544,文化創意業,6482,弘煜科,tpex,2023-12-04
2545,半導體業,6485,點序,tpex,2023-12-04
2546,通信網路業,6486,互動,tpex,2023-12-04
2547,半導體業,6488,環球晶,tpex,2023-12-04
2548,化學生技醫療,6491,晶碩,twse,2023-12-04
2549,生技醫療業,6491,晶碩,twse,2023-12-04
2550,生技醫療業,6492,生華科,tpex,2023-12-04
2551,半導體業,6494,九齊,tpex,2023-12-04
2552,生技醫療業,6496,科懋,tpex,2023-12-04
2553,生技醫療業,6497,亞獅康-KY,tpex,2020-08-27
2554,生技醫療業,6499,益安,tpex,2023-12-04
2555,其他,6504,南六,twse,2023-12-04
2556,油電燃氣業,6505,台塑化,twse,2023-12-04
2557,化學工業,6506,雙邦,tpex,2021-06-12
2558,紡織纖維,6506,雙邦,tpex,2023-12-04
2559,農業科技業,6508,惠光,tpex,2023-12-04
2560,化學工業,6509,聚和,tpex,2023-12-04
2561,半導體業,6510,精測,tpex,2023-12-04
2562,其他電子類,6512,啟發電,tpex,2023-12-04
2563,通信網路業,6514,芮特-KY,tpex,2023-12-04
2564,半導體業,6515,穎崴,twse,2023-12-04
2565,電子工業,6515,穎崴,twse,2023-12-04
2566,資訊服務業,6516,勤崴國際,tpex,2023-12-04
2567,光電業,6517,保勝光學,tpex,2023-12-04
2568,生技醫療業,6523,達爾膚,tpex,2023-12-04
2569,半導體業,6525,捷敏-KY,twse,2023-12-04
2570,電子工業,6525,捷敏-KY,twse,2023-12-04
2571,半導體業,6526,達發,twse,2023-12-04
2572,電子工業,6526,達發,twse,2023-12-04
2573,生技醫療業,6527,明達醫,tpex,2023-12-04
2574,通信網路業,6530,創威,tpex,2023-12-04
2575,半導體業,6531,愛普*,twse,2023-12-04
2576,電子工業,6531,愛普*,twse,2023-12-04
2577,半導體業,6532,瑞耘,tpex,2023-12-04
2578,半導體業,6533,晶心科,twse,2023-12-04
2579,電子工業,6533,晶心科,twse,2023-12-04
2580,生技醫療業,6535,順藥,tpex,2023-12-04
2581,電子零組件業,6538,倉和,tpex,2023-12-04
2582,化學生技醫療,6541,泰福-KY,twse,2023-12-04
2583,生技醫療業,6541,泰福-KY,twse,2023-12-04
2584,文化創意業,6542,隆中,tpex,2023-12-04
2585,通信網路業,6546,正基,tpex,2023-12-04
2586,生技醫療業,6547,高端疫苗,tpex,2023-12-04
2587,半導體業,6548,長科*,tpex,2023-12-04
2588,化學生技醫療,6550,北極星藥業-KY,twse,2023-12-04
2589,生技醫療業,6550,北極星藥業-KY,twse,2023-12-04
2590,半導體業,6552,易華電,twse,2023-12-04
2591,電子工業,6552,易華電,twse,2023-12-04
2592,光電業,6556,勝品,tpex,2023-12-04
2593,其他電子業,6558,興能高,twse,2023-12-04
2594,電子工業,6558,興能高,twse,2023-12-04
2595,光電業,6560,欣普羅,tpex,2023-12-04
2596,通信網路業,6561,是方,tpex,2023-12-04
2597,半導體業,6568,宏觀,tpex,2023-12-04
2598,生技醫療業,6569,醫揚,tpex,2023-12-04
2599,電腦及週邊設備業,6570,維田,tpex,2023-12-04
2600,半導體業,6573,虹揚-KY,twse,2023-12-04
2601,電子工業,6573,虹揚-KY,twse,2023-12-04
2602,生技醫療業,6574,霈方,tpex,2023-12-04
2603,生技醫療業,6576,逸達,tpex,2023-12-04
2604,電腦及週邊設備業,6577,勁豐,tpex,2023-12-04
2605,農業科技業,6578,達邦蛋白,tpex,2023-12-04
2606,電子工業,6579,研揚,twse,2023-12-04
2607,電腦及週邊設備業,6579,研揚,twse,2023-12-04
2608,其他,6581,鋼聯,twse,2023-06-30
2609,綠能環保,6581,鋼聯,twse,2023-12-04
2610,橡膠工業,6582,申豐,twse,2023-12-04
2611,電子零組件業,6584,南俊國際,tpex,2023-12-04
2612,其他,6585,鼎基,twse,2023-12-04
2613,通信網路業,6588,東典光電,tpex,2023-12-04
2614,生技醫療業,6589,台康生技,tpex,2023-12-04
2615,資訊服務業,6590,普鴻,tpex,2023-12-04
2616,電子工業,6591,動力-KY,twse,2023-12-04
2617,電腦及週邊設備業,6591,動力-KY,twse,2023-12-04
2618,其他,6592,和潤企業,twse,2023-12-04
2619,其他,6592A,和潤企業甲特,twse,2023-12-04
2620,其他,6592B,和潤企業乙特,twse,2023-12-04
2621,資訊服務業,6593,台灣銘板,tpex,2023-12-04
2622,半導體業,6594,展匯科,tpex,2023-03-25
2623,文化創意業,6596,寬宏藝術,tpex,2023-12-04
2624,化學生技醫療,6598,ABC-KY,twse,2023-12-04
2625,生技醫療業,6598,ABC-KY,twse,2023-12-04
2626,電機機械,6603,富強鑫,tpex,2023-12-04
2627,汽車工業,6605,帝寶,twse,2023-12-04
2628,電機機械,6606,建德工業,twse,2023-12-04
2629,電機機械,6609,瀧澤科,tpex,2023-12-04
2630,生技醫療業,6612,奈米醫材,tpex,2023-12-04
2631,其他電子類,6613,朋億*,tpex,2023-12-04
2632,生技醫療業,6615,慧智,tpex,2023-12-04
2633,其他,6616,特昇-KY,tpex,2023-07-05
2634,居家生活類,6616,特昇-KY,tpex,2023-12-04
2635,其他,6624,萬年清,tpex,2023-07-05
2636,綠能環保類,6624,萬年清,tpex,2023-12-04
2637,其他,6625,必應,twse,2023-12-04
2638,其他,6629,泰金-KY,tpex,2023-07-05
2639,居家生活類,6629,泰金-KY,tpex,2023-12-04
2640,半導體業,6640,均華,tpex,2023-12-04
2641,其他,6641,基士德-KY,twse,2023-06-30
2642,綠能環保,6641,基士德-KY,twse,2023-12-04
2643,電子零組件業,6642,富致,tpex,2023-12-04
2644,半導體業,6643,M31,tpex,2023-12-04
2645,生技醫療業,6649,台生材,tpex,2023-12-04
2646,半導體業,6651,全宇昕,tpex,2023-12-04
2647,其他電子類,6654,天正國際,tpex,2023-12-04
2648,其他,6655,科定,twse,2023-12-04
2649,化學生技醫療,6657,華安,twse,2023-12-04
2650,生技醫療業,6657,華安,twse,2023-12-04
2651,其他電子業,6658,聯策,twse,2023-12-04
2652,電子工業,6658,聯策,twse,2023-12-04
2653,生技醫療業,6661,威健生技,tpex,2023-12-04
2654,生技醫療業,6662,樂斯科,tpex,2023-12-04
2655,電子零組件業,6664,群翊,tpex,2023-12-04
2656,化學生技醫療,6666,羅麗芬-KY,twse,2023-12-04
2657,生技醫療業,6666,羅麗芬-KY,twse,2023-12-04
2658,其他電子類,6667,信紘科,tpex,2023-12-04
2659,光電業,6668,中揚光,twse,2023-12-04
2660,電子工業,6668,中揚光,twse,2023-12-04
2661,電子工業,6669,緯穎,twse,2023-12-04
2662,電腦及週邊設備業,6669,緯穎,twse,2023-12-04
2663,其他,6670,復盛應用,twse,2023-06-30
2664,運動休閒,6670,復盛應用,twse,2023-12-04
2665,其他,6671,三能-KY,twse,2023-06-30
2666,居家生活,6671,三能-KY,twse,2023-12-04
2667,電子工業,6672,騰輝電子-KY,twse,2023-12-04
2668,電子零組件業,6672,騰輝電子-KY,twse,2023-12-04
2669,通信網路業,6674,鋐寶科技,twse,2023-12-04
2670,電子工業,6674,鋐寶科技,twse,2023-12-04
2671,半導體業,6679,鈺太,tpex,2023-12-04
2672,電腦及週邊設備業,6680,鑫創電子,tpex,2023-12-04
2673,半導體業,6683,雍智科技,tpex,2023-12-04
2674,半導體業,6684,安格,tpex,2023-12-04
2675,其他電子業,6689,伊雲谷,twse,2023-06-30
2676,數位雲端,6689,伊雲谷,twse,2023-12-04
2677,電子工業,6689,伊雲谷,twse,2023-06-30
2678,數位雲端類,6690,安碁資訊,tpex,2023-12-04
2679,資訊服務業,6690,安碁資訊,tpex,2023-07-05
2680,其他電子業,6691,洋基工程,twse,2023-12-04
2681,電子工業,6691,洋基工程,twse,2023-12-04
2682,半導體業,6693,廣閎科,tpex,2023-12-04
2683,半導體業,6695,芯鼎,twse,2023-12-04
2684,電子工業,6695,芯鼎,twse,2023-12-04
2685,資訊服務業,6697,東捷資訊,tpex,2023-12-04
2686,其他電子業,6698,旭暉應材,twse,2023-12-04
2687,電子工業,6698,旭暉應材,twse,2023-12-04
2688,航運業,6702,興航,twse,2023-12-04
2689,生技醫療業,6703,軒郁,tpex,2023-12-04
2690,光電業,6706,惠特,twse,2023-12-04
2691,電子工業,6706,惠特,twse,2023-12-04
2692,半導體業,6708,天擎,tpex,2023-12-04
2693,生技醫療業,6712,長聖,tpex,2023-12-04
2694,電子工業,6715,嘉基,twse,2023-12-04
2695,電子零組件業,6715,嘉基,twse,2023-12-04
2696,半導體業,6716,應廣,tpex,2023-12-04
2697,半導體業,6719,力智,twse,2023-12-04
2698,電子工業,6719,力智,twse,2023-12-04
2699,其他,6721,信實,tpex,2023-12-04
2700,電子零組件業,6727,亞泰金屬,tpex,2023-12-04
2701,居家生活類,6728,上洋,tpex,2023-12-04
2702,貿易百貨,6728,上洋,tpex,2023-06-29
2703,半導體業,6732,昇佳電子,tpex,2023-12-04
2704,生技醫療業,6733,博晟生醫,tpex,2023-12-04
2705,其他電子類,6735,美達科技,tpex,2023-12-04
2706,數位雲端類,6741,91APP*-KY,tpex,2023-12-04
2707,電子商務業,6741,91APP*-KY,tpex,2023-06-29
2708,其他電子業,6743,安普新,twse,2023-12-04
2709,電子工業,6743,安普新,twse,2023-12-04
2710,生技醫療業,6747,亨泰光,tpex,2023-12-04
2711,資訊服務業,6751,智聯服務,tpex,2023-12-04
2712,資訊服務業,6752,叡揚,tpex,2023-12-04
2713,航運業,6753,龍德造船,twse,2023-12-04
2714,其他,6754,匯僑設計,twse,2023-06-30
2715,居家生活,6754,匯僑設計,twse,2023-12-04
2716,半導體業,6756,威鋒電子,twse,2023-12-04
2717,電子工業,6756,威鋒電子,twse,2023-12-04
2718,創新版股票,6757,台灣虎航-創,twse,2023-12-04
2719,電子零組件業,6761,穩得,tpex,2023-12-04
2720,生技醫療業,6762,達亞,tpex,2023-12-04
2721,數位雲端類,6763,綠界科技,tpex,2023-12-04
2722,電子商務業,6763,綠界科技,tpex,2023-06-29
2723,生技醫療業,6767,台微醫,tpex,2023-12-04
2724,其他,6768,志強-KY,twse,2023-06-30
2725,運動休閒,6768,志強-KY,twse,2023-12-04
2726,半導體業,6770,力積電,twse,2023-12-04
2727,電子工業,6770,力積電,twse,2023-12-04
2728,電子工業,6776,展碁國際,twse,2023-12-04
2729,電子通路業,6776,展碁國際,twse,2023-12-04
2730,電子工業,6781,AES-KY,twse,2023-12-04
2731,電子零組件業,6781,AES-KY,twse,2023-12-04
2732,化學生技醫療,6782,視陽,twse,2023-12-04
2733,生技醫療業,6782,視陽,twse,2023-12-04
2734,半導體業,6788,華景電,tpex,2023-12-04
2735,半導體業,6789,采鈺,twse,2023-12-04
2736,電子工業,6789,采鈺,twse,2023-12-04
2737,造紙工業,6790,永豐實,twse,2023-12-04
2738,資訊服務業,6791,虎門科技,tpex,2023-12-04
2739,通信網路業,6792,詠業,twse,2023-12-04
2740,電子工業,6792,詠業,twse,2023-12-04
2741,化學生技醫療,6796,晉弘,twse,2023-12-04
2742,生技醫療業,6796,晉弘,twse,2023-12-04
2743,半導體業,6799,來頡,twse,2023-12-04
2744,電子工業,6799,來頡,twse,2023-12-04
2745,其他,6803,崑鼎,tpex,2023-07-05
2746,綠能環保類,6803,崑鼎,tpex,2023-12-04
2747,其他,6804,明係,tpex,2023-07-05
2748,運動休閒類,6804,明係,tpex,2023-12-04
2749,電子工業,6805,富世達,twse,2023-12-04
2750,電子零組件業,6805,富世達,twse,2023-12-04
2751,其他,6806,森崴能源,twse,2023-06-30
2752,綠能環保,6806,森崴能源,twse,2023-12-04
2753,其他,6807,峰源-KY,twse,2023-06-30
2754,居家生活,6807,峰源-KY,twse,2023-12-04
2755,數位雲端類,6811,宏碁資訊,tpex,2023-12-04
2756,資訊服務業,6811,宏碁資訊,tpex,2023-07-05
2757,電子零組件業,6821,聯寶,tpex,2023-12-04
2758,半導體業,6823,濾能,tpex,2023-12-04
2759,電機機械,6829,千附精密,tpex,2023-12-04
2760,其他電子業,6830,汎銓,twse,2023-12-04
2761,電子工業,6830,汎銓,twse,2023-12-04
2762,電子工業,6834,天二科技,twse,2023-12-04
2763,電子零組件業,6834,天二科技,twse,2023-12-04
2764,電子工業,6835,圓裕,twse,2023-12-04
2765,電子零組件業,6835,圓裕,twse,2023-12-04
2766,其他電子類,6840,東研信超,tpex,2023-12-04
2767,生技醫療業,6841,長佳智能,tpex,2023-12-04
2768,電機機械,6843,進典,tpex,2023-12-04
2769,食品工業,6846,綠茵,tpex,2023-12-04
2770,創新板股票,6854,錼創科技-KY創,twse,2023-03-17
2771,創新版股票,6854,錼創科技-KY創,twse,2023-12-04
2772,其他電子類,6855,數泓科,tpex,2023-12-04
2773,文化創意業,6856,鑫傳,tpex,2023-12-04
2774,光電業,6859,伯特光,tpex,2023-12-04
2775,化學生技醫療,6861,睿生光電,twse,2023-12-04
2776,生技醫療業,6861,睿生光電,twse,2023-12-04
2777,通信網路業,6863,永道-KY,twse,2023-12-04
2778,電子工業,6863,永道-KY,twse,2023-12-04
2779,資訊服務業,6865,偉康科技,tpex,2023-12-04
2780,創新板股票,6869,雲豹能源-創,twse,2023-03-17
2781,創新版股票,6869,雲豹能源-創,twse,2023-12-04
2782,數位雲端類,6870,騰雲,tpex,2023-12-04
2783,創新板股票,6873,泓德能源-創,twse,2023-03-17
2784,創新版股票,6873,泓德能源-創,twse,2023-12-04
2785,資訊服務業,6874,倍力,tpex,2023-12-04
2786,其他電子類,6877,鏵友益,tpex,2023-12-04
2787,綠能環保類,6894,衛司特,tpex,2023-12-04
2788,半導體業,6895,宏碩系統,tpex,2023-12-04
2789,其他,6901,鑽石投資,twse,2023-12-04
2790,創新版股票,6902,走著瞧-創,twse,2023-12-04
2791,電腦及週邊設備業,6922,宸曜,tpex,2023-12-04
2792,電子工業,6933,AMAX-KY,twse,2023-12-04
2793,電腦及週邊設備業,6933,AMAX-KY,twse,2023-12-04
2794,所有證券,708785,信驊中信9B購01,tpex,2020-11-15
2795,所有證券,709403,雙美國票9B購01,tpex,2020-11-15
2796,所有證券,709966,金居群益9B購01,tpex,2020-11-15
2797,所有證券,709972,旺矽元大9B購01,tpex,2020-11-15
2798,所有證券,709983,群聯日盛9B購01,tpex,2020-11-15
2799,所有證券,709985,大江富邦9B購02,tpex,2020-11-15
2800,所有證券,709994,中美晶元大9B購01,tpex,2020-11-15
2801,所有證券,710499,網家國泰9B購01,tpex,2020-11-15
2802,所有證券,710502,泰博元大9B購01,tpex,2020-11-15
2803,所有證券,710505,泰博富邦9B購01,tpex,2020-11-15
2804,所有證券,710509,建榮凱基9B購01,tpex,2020-11-15
2805,所有證券,710510,群聯凱基9B購03,tpex,2020-11-15
2806,所有證券,710516,宇峻永豐9B購01,tpex,2020-11-15
2807,所有證券,710533,鈊象元大9B購04,tpex,2020-11-15
2808,所有證券,710534,鈺太元大9B購01,tpex,2020-11-15
2809,所有證券,710553,穩懋統一9B購03,tpex,2020-11-15
2810,所有證券,710560,宏捷科元大9B購02,tpex,2020-11-15
2811,所有證券,710561,威剛元大9B購02,tpex,2020-11-15
2812,所有證券,710566,碩禾元大9B購01,tpex,2020-11-15
2813,所有證券,710569,中美晶富邦9B購04,tpex,2020-11-15
2814,所有證券,710575,環球晶中信9B購01,tpex,2020-11-15
2815,所有證券,710590,鈺太凱基9B購01,tpex,2020-11-15
2816,所有證券,711126,聯亞元大9B購05,tpex,2020-11-15
2817,所有證券,711127,頎邦元大9B購03,tpex,2020-11-15
2818,所有證券,711131,胡連永豐9B購01,tpex,2020-11-15
2819,所有證券,711132,僑威永豐9B購01,tpex,2020-11-15
2820,所有證券,711133,寶雅永豐9B購01,tpex,2020-11-15
2821,所有證券,711134,中美晶群益9B購03,tpex,2020-11-15
2822,所有證券,711135,元太群益9B購01,tpex,2020-11-15
2823,所有證券,711137,胡連群益9B購01,tpex,2020-11-15
2824,所有證券,711139,中美晶凱基9B購02,tpex,2020-11-15
2825,所有證券,711140,旺矽凱基9B購01,tpex,2020-11-15
2826,所有證券,711141,胡連凱基9B購01,tpex,2020-11-15
2827,所有證券,711145,環球晶國票9B購02,tpex,2020-11-15
2828,所有證券,73107P,原相國票9B售02,tpex,2020-11-15
2829,所有證券,73193P,神盾元大9B售04,tpex,2020-11-15
2830,光電業,7402,邑錡,tpex,2023-12-04
2831,半導體業,7556,意德士,tpex,2023-12-04
2832,電子工業,8008,建興電,twse,2023-12-04
2833,電腦及週邊設備業,8008,建興電,twse,2023-12-04
2834,通信網路業,8011,台通,twse,2023-12-04
2835,電子工業,8011,台通,twse,2023-12-04
2836,半導體業,8016,矽創,twse,2023-12-04
2837,電子工業,8016,矽創,twse,2023-12-04
2838,其他電子業,8021,尖點,twse,2023-12-04
2839,電子工業,8021,尖點,twse,2023-12-04
2840,半導體業,8024,佑華,tpex,2023-12-04
2841,電機機械,8027,鈦昇,tpex,2023-12-04
2842,半導體業,8028,昇陽半導體,twse,2023-12-04
2843,電子工業,8028,昇陽半導體,twse,2023-12-04
2844,電子通路業,8032,光菱,tpex,2023-12-04
2845,其他,8033,雷虎,twse,2023-12-04
2846,通信網路業,8034,榮群,tpex,2023-12-04
2847,電子零組件業,8038,長園科,tpex,2023-12-04
2848,電子工業,8039,台虹,twse,2023-12-04
2849,電子零組件業,8039,台虹,twse,2023-12-04
2850,半導體業,8040,九暘,tpex,2023-12-04
2851,電子零組件業,8042,金山電,tpex,2023-12-04
2852,電子零組件業,8043,蜜望實,tpex,2023-12-04
2853,數位雲端類,8044,網家,tpex,2023-12-04
2854,電子商務業,8044,網家,tpex,2023-06-29
2855,電子工業,8046,南電,twse,2023-12-04
2856,電子零組件業,8046,南電,twse,2023-12-04
2857,其他電子類,8047,星雲,tpex,2023-12-04
2858,通信網路業,8048,德勝,tpex,2023-12-04
2859,光電業,8049,晶采,tpex,2023-12-04
2860,電腦及週邊設備業,8050,廣積,tpex,2023-12-04
